"DATASET";"DOELGROEP";"SUBDOELGROEP";"CODE_EMISSIEOORZAAK";"EMISSIEOORZAAK";"COMPARTIMENT";"STOFCODE";"STOF";"EENHEID";1990;1995;2000;2005;2010;2013;2014;2015
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie kunstmeststoffen";"T102700";"SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen";"Lucht";"103";"Arseenverb. (als As)";"kg";0.0370576;0.00103521;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"T102900";"SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie";"Lucht";"103";"Arseenverb. (als As)";"kg";0.359425;0.205161;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T103100";"SBI 21.1 (per bedrijf): Vervaardiging van farmaceutische producten";"Lucht";"103";"Arseenverb. (als As)";"kg";0.502514;0.487492;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"103";"Arseenverb. (als As)";"kg";1.29385;0.367566;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T107001";"SBI 84.1 (per bedrijf): Openbaar bestuur";"Lucht";"103";"Arseenverb. (als As)";"kg";4.511;3.7;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107400";"SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel)";"Lucht";"103";"Arseenverb. (als As)";"kg";0.00163015;3.737E-08;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107500";"SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen";"Lucht";"103";"Arseenverb. (als As)";"kg";0.061528;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T111201";"SBI 38.2 (per bedrijf): Behandeling van afval";"Lucht";"103";"Arseenverb. (als As)";"kg";63.8079;75.6409;;0.3;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T151100";"SBI 46/47 (per bedrijf): Detail- en groothandel";"Lucht";"103";"Arseenverb. (als As)";"kg";0.5106;0.134041;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"0020401";"SBI 41-43: Bouwnijverheid";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.264423;0.082272;;;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0259900";"Zeeschepen varend";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.15317;1.19172;1.49025;1.20699;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0279900";"Zeeschepen varend NCP";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";10.6885;10.9699;13.3622;11.4012;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0340100";"Stilliggende schepen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.588628;0.608306;0.949692;1.0735;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.561166;;;0.178442;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.243576;0.00994425;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.23271;0.0196193;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.123186;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.504869;0.0147612;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8910600";"SBI 10.9: Diervoederindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00384911;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8911500";"SBI 13.93: Vervaardiging van vloerkleden en tapijt";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0126684;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8911900";"SBI 16.1: Primaire houtbewerking en verduurzamen van hout";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00145743;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914200";"SBI 23.32: Vervaardiging van bakstenen en dakpannen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00269064;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915300";"SBI 26/31/32: Vervaardiging van electronische aparaten en meubels";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.259218;0.0059792;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8920100";"SBI 24.4/24.53/24.54: Vervaardiging en gieten van lichte en overige non-ferrometalen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0063529;0.0184982;;;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.397056;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"8921804";"SBI 38.2/84.1: Behandeling van afval inclusief gemeentelijke AVI's";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";164.45;81.9;48.5;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.127619;0.0127058;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8924407";"SBI 24.1-24.3/24.51/24.52: Basismetaal ijzer en staal";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00280275;7;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T100201";"SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.98695;0.186223;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Lederindustrie";"T100400";"SBI 15 (per bedrijf): Lederindustrie en bontbereiding";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.128964;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"T100600";"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0336072;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T100801";"SBI 23.51 (per bedrijf): Vervaardiging van cement";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";5.28;;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T101300";"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00164428;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102202";"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.212224;17.942;;;;0.33;0.43;0.43
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.29385;0.367566;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T104300";"SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0671539;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105500";"SBI 10.9 (per bedrijf): Diervoederindustrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00093425;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105600";"SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00175639;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106000";"SBI 22.1 (per bedrijf): Vervaardiging van producten van rubber";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0029896;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106100";"SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.105903;0.00529533;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106200";"SBI 25 (per bedrijf): Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00433492;0.00433492;;;;0.4;12.47;12.47
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106300";"SBI 28 (per bedrijf): Machinebouw";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0634169;2.218;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106700";"SBI 30 (per bedrijf): Overige transportmiddelen (exclusief SBI 30.1)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0134532;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T107001";"SBI 84.1 (per bedrijf): Openbaar bestuur";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";22.554;1.05;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107400";"SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.00163015;3.737E-08;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107500";"SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";1.82153;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T108400";"SBI 30.1 (per bedrijf): Scheepsbouw";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.0256358;;2.8;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"T109000";"SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.001008;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T111201";"SBI 38.2 (per bedrijf): Behandeling van afval";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";657.997;78.05;;1.34;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Transport en distributie olie en gas";"T112200";"SBI 19.202 (per bedrijf): Aardolieverwerking, excl. raffinage";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.423215;0.144457;;2.6;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T137300";"SBI 26/27 (per bedrijf): Elektrotechnische industrie";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.514;3.52;0.021;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T151100";"SBI 46/47 (per bedrijf): Detail- en groothandel";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.013616;0.101921;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T151301";"SBI 39 (per bedrijf): Sanering en overig afvalbeheer";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";0.024;0.151954;0.63;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T104704";"SBI 24.45 (per bedrijf) Vervaardiging van overige non-ferrometalen, koper";"Lucht";"104";"Cadmiumverb. (als Cd)";"kg";88.88;84;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"0020401";"SBI 41-43: Bouwnijverheid";"Lucht";"105";"Chroomverb. (als Cr)";"kg";5.15637;1.5426;;;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0259900";"Zeeschepen varend";"Lucht";"105";"Chroomverb. (als Cr)";"kg";15.1622;15.6691;19.4238;16.7383;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0279900";"Zeeschepen varend NCP";"Lucht";"105";"Chroomverb. (als Cr)";"kg";138.164;141.802;172.692;156.03;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0340100";"Stilliggende schepen";"Lucht";"105";"Chroomverb. (als Cr)";"kg";8.54031;8.82582;13.315;15.0459;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8900200";"SBI 10-12: Voedings- & genotmiddelenindustrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";11.1474;;;3.56874;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8900300";"SBI 13/14: Vervaardiging van textiel en kleding";"Lucht";"105";"Chroomverb. (als Cr)";"kg";4.58338;0.196961;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"8900600";"SBI 17.1/17.2: Vervaardiging van pulp, papier, karton, papier- en kartonwaren";"Lucht";"105";"Chroomverb. (als Cr)";"kg";4.649;0.392375;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902100";"SBI 25: Metaalproductenindustrie (exclusief machinebouw)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";2.46366;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8902200";"SBI 28: Machinebouw";"Lucht";"105";"Chroomverb. (als Cr)";"kg";10.0971;0.295215;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"8910600";"SBI 10.9: Diervoederindustrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0769801;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Textiel- en tapijtindustrie";"8911500";"SBI 13.93: Vervaardiging van vloerkleden en tapijt";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.253362;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"8911900";"SBI 16.1: Primaire houtbewerking en verduurzamen van hout";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0291478;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914200";"SBI 23.32: Vervaardiging van bakstenen en dakpannen";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0538114;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"8914500";"SBI 23.9: Vervaardiging van overige niet-metaalhoudende minerale producten";"Lucht";"105";"Chroomverb. (als Cr)";"kg";186.03;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"8915300";"SBI 26/31/32: Vervaardiging van electronische aparaten en meubels";"Lucht";"105";"Chroomverb. (als Cr)";"kg";5.18157;0.119581;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8920100";"SBI 24.4/24.53/24.54: Vervaardiging en gieten van lichte en overige non-ferrometalen";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.127055;0.369953;;;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"105";"Chroomverb. (als Cr)";"kg";7.94091;;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";2.5523;0.254109;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"8924407";"SBI 24.1-24.3/24.51/24.52: Basismetaal ijzer en staal";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0560535;27;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T100201";"SBI 10-12 (per bedrijf): Voedings- & genotmiddelenindustrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";19.4116;3.71356;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Lederindustrie";"T100400";"SBI 15 (per bedrijf): Lederindustrie en bontbereiding";"Lucht";"105";"Chroomverb. (als Cr)";"kg";2.57921;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Papier(waren)";"T100600";"SBI 17 (per bedrijf): Vervaardiging van papier, karton en papier- en kartonwaren";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.6631;;;1.989;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T100801";"SBI 23.51 (per bedrijf): Vervaardiging van cement";"Lucht";"105";"Chroomverb. (als Cr)";"kg";4.08;;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T101300";"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0328847;550;;;;;;
"ER Reeks 1990-2014 Definitief";"Raffinaderijen";"Raffinage en verwerking";"T102201";"SBI 19.201 (per bedrijf): Aardolieraffinage";"Lucht";"105";"Chroomverb. (als Cr)";"kg";2016.55;2524.99;416.5;69.4;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Basismetaal";"T102202";"SBI 24.1-24.3 (per bedrijf): Basismetaalindustrie, verwerking en vervaardiging ijzer en staal";"Lucht";"105";"Chroomverb. (als Cr)";"kg";4.24437;405.241;;;;1.95;1.5;1.5
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T103900";"SBI 49-53 (per bedrijf): Transport, communicatie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";25.8763;7.35112;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Bouwmaterialenindustrie";"T104300";"SBI 23.32 (per bedrijf): Vervaardiging van bakstenen en dakpannen";"Lucht";"105";"Chroomverb. (als Cr)";"kg";1.34304;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105500";"SBI 10.9 (per bedrijf): Diervoederindustrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0186845;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Voedings- en genotmiddelenindustrie";"T105600";"SBI 10.8 (per bedrijf): Overige voedingsmiddelenindustrie (exclusief SBI 10.81 en 10.82)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0351269;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106000";"SBI 22.1 (per bedrijf): Vervaardiging van producten van rubber";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0597904;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Rubber- en kunstofverw. Industrie";"T106100";"SBI 22.2 (per bedrijf): Vervaardiging van producten van kunststof";"Lucht";"105";"Chroomverb. (als Cr)";"kg";2.11801;0.105904;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106300";"SBI 28 (per bedrijf): Machinebouw";"Lucht";"105";"Chroomverb. (als Cr)";"kg";22.1883;3;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106600";"SBI 29 (per bedrijf): Auto-industrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";1;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T106700";"SBI 30 (per bedrijf): Overige transportmiddelen (exclusief SBI 30.1)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";1.26906;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"Overige afvalbedrijven";"T107001";"SBI 84.1 (per bedrijf): Openbaar bestuur";"Lucht";"105";"Chroomverb. (als Cr)";"kg";3466;22.9;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107400";"SBI 68-82 (per bedrijf): Verhuur en zakelijke dienstverlening (niet financieel)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0326022;7.4738E-07;;;;0.574;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T107500";"SBI 45 (per bedrijf): Handel en reparatie van auto's en motorfietsen";"Lucht";"105";"Chroomverb. (als Cr)";"kg";1.23053;;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Houtbewerkende industrie";"T109000";"SBI 16 (per bedrijf): Houtindustrie en vervaardiging van artikelen van hout, kurk, riet en vlechtwerk (geen meubels)";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.0189;;;;;;;
"ER Reeks 1990-2014 Definitief";"Afvalverwijdering";"AVI's";"T111201";"SBI 38.2 (per bedrijf): Behandeling van afval";"Lucht";"105";"Chroomverb. (als Cr)";"kg";367;195.298;;18.3;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Transport en distributie olie en gas";"T112200";"SBI 19.202 (per bedrijf): Aardolieverwerking, excl. raffinage";"Lucht";"105";"Chroomverb. (als Cr)";"kg";8.46408;2.88907;;;;;;
"ER Reeks 1990-2014 Definitief";"Overige industrie";"Metaalelektro";"T137300";"SBI 26/27 (per bedrijf): Elektrotechnische industrie";"Lucht";"105";"Chroomverb. (als Cr)";"kg";6;6.8;0.6;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T151100";"SBI 46/47 (per bedrijf): Detail- en groothandel";"Lucht";"105";"Chroomverb. (als Cr)";"kg";0.2553;2.03727;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"0020401";"SBI 41-43: Bouwnijverheid";"Lucht";"109";"Koperverb. (als Cu)";"kg";6.60418;3.90792;;;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0259900";"Zeeschepen varend";"Lucht";"109";"Koperverb. (als Cu)";"kg";38.1124;39.3865;47.136;50.679;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0279900";"Zeeschepen varend NCP";"Lucht";"109";"Koperverb. (als Cu)";"kg";323.793;332.318;404.38;452.877;;;;
"ER Reeks 1990-2014 Definitief";"Verkeer en vervoer";"Zeescheepvaart";"0340100";"Stilliggende schepen";"Lucht";"109";"Koperverb. (als Cu)";"kg";29.4016;30.3845;41.6736;47.0462;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"8913200";"SBI 20.3: Vervaardiging van verf, lak, vernis, inkt en mastiek";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.0149476;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"8913700";"SBI 20.2-20.5: Chemische producten industrie";"Lucht";"109";"Koperverb. (als Cu)";"kg";8;0.0994015;;;;;;
"ER Reeks 1990-2014 Definitief";"Energiesector";"Opwekking electriciteit";"8920400";"SBI 35: Productie en distributie van elektriciteit en gas";"Lucht";"109";"Koperverb. (als Cu)";"kg";3.97046;;;;;;;
"ER Reeks 1990-2014 Definitief";"Bouw";"Overig bouw";"8922701";"SBI 08: Winning van delfstoffen (geen olie en gas)";"Lucht";"109";"Koperverb. (als Cu)";"kg";1.27615;0.127055;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie basisproducten";"T100701";"SBI 20.1 (per bedrijf): Vervaardiging van chemische basisproducten, bedr. 62";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.0142002;1.75556;;;;;;
"ER Reeks 1990-2014 Definitief";"Handel, Diensten en Overheid (HDO)";"Energiegebruik en processen Handel, Diensten en Overheid (HDO)";"T101300";"SBI 52.10/52.24 (per bedrijf): Laad-, los- en overslagactiviteiten en opslag";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.0164424;;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie overig";"T101702";"SBI 20.5 (per bedrijf): Overige chemische producten";"Lucht";"109";"Koperverb. (als Cu)";"kg";97;;10;;;;;
"ER Reeks 1990-2014 Definitief";"Raffinaderijen";"Raffinage en verwerking";"T102201";"SBI 19.201 (per bedrijf): Aardolieraffinage";"Lucht";"109";"Koperverb. (als Cu)";"kg";1012.27;1259.8;120.7;2.3;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie kunstmeststoffen";"T102700";"SBI 20.15 (per bedrijf): Vervaardiging van kunstmeststoffen en stikstofverbindingen";"Lucht";"109";"Koperverb. (als Cu)";"kg";0.370566;0.0103519;;;;;;
"ER Reeks 1990-2014 Definitief";"Chemische Industrie";"Chemische Industrie bestrijdingsmiddelen";"T102900";"SBI 20.2 (per bedrijf): Chemische bestrijdingsmiddelenindustrie";"Lucht";"109";"Koperverb. (als Cu)";"kg";3.59415;2.05156;;;;;;
